Target.node	Source.node	Relationship	layer
Q13127	P27361	inhibits>	bindingprot-tf
Q02750	P00533	stimulates>	bindingprot-tf
Q9H1B7	P45983	inhibits>	bindingprot-tf
P17252	Q06124	inhibits>	bindingprot-tf
P23458	P00533	stimulates>	bindingprot-tf
P00533	O60674	stimulates>	bindingprot-tf
Q08050	P11802	stimulates>	bindingprot-tf
P01116	Q06124	stimulates>	bindingprot-tf
P16220	P60484	inhibits>	bindingprot-tf
Q15910	Q12972	stimulates>	bindingprot-tf
P00533	P09211	inhibits>	bindingprot-tf
P51532	Q13315	inhibits>	bindingprot-tf
P51452	P43405	stimulates>	bindingprot-tf
O94916	Q13315	stimulates>	bindingprot-tf
P19793	P28482	inhibits>	bindingprot-tf
P04150	O00141	stimulates>	bindingprot-tf
Q9Y2W1	P51812	inhibits>	bindingprot-tf
P17612	P09341	inhibits>	bindingprot-tf
O95405	O14964	stimulates>	bindingprot-tf
P04637	P45985	inhibits>	bindingprot-tf
P35222	Q13315	inhibits>	bindingprot-tf
P01106	Q13627	inhibits>	bindingprot-tf
O75626	O75925	stimulates>	bindingprot-tf
Q06330	P46531	stimulates>	bindingprot-tf
P46531	Q13573	inhibits>	bindingprot-tf
Q14653	Q14164	stimulates>	bindingprot-tf
Q02750	Q13153	stimulates>	bindingprot-tf
Q12778	P31260	stimulates>	bindingprot-tf
P38398	P11802	inhibits>	bindingprot-tf
P33076	P28482	stimulates>	bindingprot-tf
Q07869	Q16539	inhibits>	bindingprot-tf
P12931	P78527	inhibits>	bindingprot-tf
Q9Y6Q9	O14920	stimulates>	bindingprot-tf
Q04206	P49840	stimulates>	bindingprot-tf
Q03135	P04899	inhibits>	bindingprot-tf
P84022	Q09472	stimulates>	bindingprot-tf
P39880	P49841	inhibits>	bindingprot-tf
Q06124	Q05397	inhibits>	bindingprot-tf
P56524	P51812	inhibits>	bindingprot-tf
P41182	P27361	inhibits>	bindingprot-tf
P63000	P61586	inhibits>	bindingprot-tf
P04637	O14920	inhibits>	bindingprot-tf
P05412	P48454	inhibits>	bindingprot-tf
P07948	P06213	inhibits>	bindingprot-tf
Q07869	P28702	stimulates>	bindingprot-tf
Q14511	P08069	inhibits>	bindingprot-tf
P15884	Q9UBE8	inhibits>	bindingprot-tf
P15923	Q02535	inhibits>	bindingprot-tf
P01112	P20936	inhibits>	bindingprot-tf
P00519	P56945	inhibits>	bindingprot-tf
Q12772	P27361	stimulates>	bindingprot-tf
P15336	P53004	stimulates>	bindingprot-tf
P42224	P42226	inhibits>	bindingprot-tf
Q9Y219	P46531	inhibits>	bindingprot-tf
P33076	P78527	inhibits>	bindingprot-tf
P22670	P45984	inhibits>	bindingprot-tf
Q16539	Q9Y4K3	stimulates>	bindingprot-tf
P04406	P12931	inhibits>	bindingprot-tf
P15336	P17612	stimulates>	bindingprot-tf
Q13133	P37231	stimulates>	bindingprot-tf
Q15910	O60674	inhibits>	bindingprot-tf
P42224	P29597	stimulates>	bindingprot-tf
P36956	Q09472	inhibits>	bindingprot-tf
P07900	P78527	inhibits>	bindingprot-tf
P49841	P18031	inhibits>	bindingprot-tf
P42336	P04626	stimulates>	bindingprot-tf
Q13485	P28482	stimulates>	bindingprot-tf
P11802	P07947	inhibits>	bindingprot-tf
O94916	P05412	stimulates>	bindingprot-tf
P51812	P11362	inhibits>	bindingprot-tf
P12931	P62993	inhibits>	bindingprot-tf
P51858	P45983	inhibits>	bindingprot-tf
Q00534	P00533	inhibits>	bindingprot-tf
Q04206	Q13315	inhibits>	bindingprot-tf
P27348	Q04912	stimulates>	bindingprot-tf
P84022	P67775	stimulates>	bindingprot-tf
P41240	P35568	inhibits>	bindingprot-tf
P43405	P42336	inhibits>	bindingprot-tf
P04637	Q13315	stimulates>	bindingprot-tf
P35222	P31749	stimulates>	bindingprot-tf
P16220	P05771	inhibits>	bindingprot-tf
O14920	Q12933	stimulates>	bindingprot-tf
P01106	Q9Y4A5	stimulates>	bindingprot-tf
P19838	P49841	stimulates>	bindingprot-tf
P62136	P17252	inhibits>	bindingprot-tf
Q14653	P67775	inhibits>	bindingprot-tf
P16333	P35568	stimulates>	bindingprot-tf
Q92993	Q16539	inhibits>	bindingprot-tf
O14543	O60674	inhibits>	bindingprot-tf
P61978	P45983	stimulates>	bindingprot-tf
P00519	P45983	inhibits>	bindingprot-tf
P40763	P42345	stimulates>	bindingprot-tf
P18031	P56945	inhibits>	bindingprot-tf
P17252	Q15118	stimulates>	bindingprot-tf
Q03181	Q13133	stimulates>	bindingprot-tf
Q9Y4A5	P05771	inhibits>	bindingprot-tf
Q9NQB0	Q15796	stimulates>	bindingprot-tf
Q9Y6K9	Q14164	inhibits>	bindingprot-tf
O75376	P62136	inhibits>	bindingprot-tf
P31749	P35568	inhibits>	bindingprot-tf
Q13464	P15311	inhibits>	bindingprot-tf
P23458	P15260	inhibits>	bindingprot-tf
P46531	P49768	stimulates>	bindingprot-tf
O60674	P12931	stimulates>	bindingprot-tf
P12004	P08069	inhibits>	bindingprot-tf
P63000	P0DP23	stimulates>	bindingprot-tf
P16220	P49841	inhibits>	bindingprot-tf
P12830	Q12955	stimulates>	bindingprot-tf
P37231	Q12778	inhibits>	bindingprot-tf
Q04206	O94806	inhibits>	bindingprot-tf
Q13523	P17252	inhibits>	bindingprot-tf
P01106	P49840	inhibits>	bindingprot-tf
P12931	P05556	inhibits>	bindingprot-tf
Q99986	Q05655	inhibits>	bindingprot-tf
Q9H4Z2	P49841	inhibits>	bindingprot-tf
P62993	Q06124	stimulates>	bindingprot-tf
P00533	P23458	inhibits>	bindingprot-tf
Q9Y5Q3	P49840	stimulates>	bindingprot-tf
P40763	Q06124	stimulates>	bindingprot-tf
P19793	P37231	inhibits>	bindingprot-tf
P29353	P35568	stimulates>	bindingprot-tf
Q13887	Q09472	inhibits>	bindingprot-tf
P35222	P16591	inhibits>	bindingprot-tf
P48551	P00533	inhibits>	bindingprot-tf
P10242	Q9Y4K3	inhibits>	bindingprot-tf
P29350	P78324	inhibits>	bindingprot-tf
P31751	O15530	stimulates>	bindingprot-tf
Q13627	P22607	inhibits>	bindingprot-tf
Q9NZC7	P12931	stimulates>	bindingprot-tf
Q01844	P45983	inhibits>	bindingprot-tf
P23458	P29597	inhibits>	bindingprot-tf
P04637	Q05655	stimulates>	bindingprot-tf
P37231	P00533	inhibits>	bindingprot-tf
Q08050	P53350	inhibits>	bindingprot-tf
P22415	P49715	stimulates>	bindingprot-tf
P78536	P00533	inhibits>	bindingprot-tf
P12830	P08069	inhibits>	bindingprot-tf
Q04206	Q9Y6K9	stimulates>	bindingprot-tf
O14965	Q13153	stimulates>	bindingprot-tf
P00519	P38398	inhibits>	bindingprot-tf
P17096	Q05655	inhibits>	bindingprot-tf
Q13322	P06213	stimulates>	bindingprot-tf
P01100	P17612	stimulates>	bindingprot-tf
P42224	Q05655	stimulates>	bindingprot-tf
P63096	P00533	inhibits>	bindingprot-tf
P17676	P49841	stimulates>	bindingprot-tf
P01100	P36507	inhibits>	bindingprot-tf
P12931	P43405	inhibits>	bindingprot-tf
Q04771	P12643	stimulates>	bindingprot-tf
P0DP24	P00533	inhibits>	bindingprot-tf
P14859	Q13131	inhibits>	bindingprot-tf
P19793	P10588	stimulates>	bindingprot-tf
Q9UJU2	P48730	inhibits>	bindingprot-tf
Q00613	P53350	inhibits>	bindingprot-tf
P84022	O14640	stimulates>	bindingprot-tf
P20749	O15111	inhibits>	bindingprot-tf
Q14289	P08069	inhibits>	bindingprot-tf
Q13469	Q08209	stimulates>	bindingprot-tf
P04637	Q14694	stimulates>	bindingprot-tf
Q00613	P51812	inhibits>	bindingprot-tf
Q13526	P53355	inhibits>	bindingprot-tf
O14965	P12931	inhibits>	bindingprot-tf
P49715	P49841	stimulates>	bindingprot-tf
Q13485	Q15831	inhibits>	bindingprot-tf
P12931	P08754	inhibits>	bindingprot-tf
P51692	P45983	inhibits>	bindingprot-tf
P39880	Q16539	inhibits>	bindingprot-tf
Q06330	O14641	inhibits>	bindingprot-tf
P26358	P12004	stimulates>	bindingprot-tf
P08754	Q9H1C0	stimulates>	bindingprot-tf
P12931	P16144	stimulates>	bindingprot-tf
P06730	P17252	stimulates>	bindingprot-tf
Q13177	P18031	inhibits>	bindingprot-tf
Q16236	P27361	inhibits>	bindingprot-tf
P50750	P67775	inhibits>	bindingprot-tf
Q06413	P51812	inhibits>	bindingprot-tf
P35222	P49768	inhibits>	bindingprot-tf
P08069	Q13322	inhibits>	bindingprot-tf
Q04206	Q15418	inhibits>	bindingprot-tf
P45984	P45983	stimulates>	bindingprot-tf
P63000	P17252	stimulates>	bindingprot-tf
O75376	P62140	inhibits>	bindingprot-tf
Q12800	P27361	inhibits>	bindingprot-tf
P17252	P08069	inhibits>	bindingprot-tf
O75626	P40763	stimulates>	bindingprot-tf
P41182	Q09472	inhibits>	bindingprot-tf
P43405	P12931	stimulates>	bindingprot-tf
Q13469	P63098	stimulates>	bindingprot-tf
Q02535	Q14289	inhibits>	bindingprot-tf
P00533	P52735	inhibits>	bindingprot-tf
P46937	P45983	inhibits>	bindingprot-tf
P04150	P10599	stimulates>	bindingprot-tf
Q04206	O14920	stimulates>	bindingprot-tf
P25445	Q04206	stimulates>	tf-deg
P01033	COMPLEX:P05412	stimulates>	tf-deg
P01033	COMPLEX:P17275	stimulates>	tf-deg
P01033	COMPLEX:P17535	stimulates>	tf-deg
P01033	P14921	stimulates>	tf-deg
P01033	P43268	stimulates>	tf-deg
P14635	P04637	inhibits>	tf-deg
P52655	P20226	stimulates>	tf-deg
P08047	P18146	inhibits>	tf-deg
P19957	P39880	stimulates>	tf-deg
P19957	Q13948	stimulates>	tf-deg
P78504	Q04864	stimulates>	tf-deg
P78504	Q04206	stimulates>	tf-deg
P78504	COMPLEX:Q04206	stimulates>	tf-deg
P78504	COMPLEX:P19838	stimulates>	tf-deg
P78504	COMPLEX:Q01201	stimulates>	tf-deg
P78504	COMPLEX:Q00653	stimulates>	tf-deg
P78504	COMPLEX:Q04864	stimulates>	tf-deg
P01009	P41235	stimulates>	tf-deg
P01009	P20823	stimulates>	tf-deg
P01009	P35680	stimulates>	tf-deg
P00374	P20226	stimulates>	tf-deg
P08047	Q02447	stimulates>	tf-deg
P08047	P17676	stimulates>	tf-deg
P08047	P49716	inhibits>	tf-deg
P61626	P32519	stimulates>	tf-deg
P61626	Q99607	stimulates>	tf-deg
P12544	Q13887	stimulates>	tf-deg
P01903	P14859	inhibits>	tf-deg
P02786	Q16665	stimulates>	tf-deg
P30279	P01100	stimulates>	tf-deg
P61626	P49711	stimulates>	tf-deg
P30279	P01106	stimulates>	tf-deg
P30279	P61244	stimulates>	tf-deg
P25445	P18146	inhibits>	tf-deg
P16949	P04637	inhibits>	tf-deg
P52655	P62380	stimulates>	tf-deg
Q9Y6J0	Q02078	stimulates>	tf-deg
P14635	P22415	stimulates>	tf-deg
Q5XPI4	P04637	stimulates>	tf-deg
P25445	COMPLEX:P05412	stimulates>	tf-deg
P25445	COMPLEX:P17275	stimulates>	tf-deg
P25445	COMPLEX:P17535	stimulates>	tf-deg
P25445	Q02363	inhibits>	tf-deg
P25445	Q02535	inhibits>	tf-deg
P05156	COMPLEX:P05412	stimulates>	tf-deg
P05156	COMPLEX:P17275	stimulates>	tf-deg
P05156	COMPLEX:P17535	stimulates>	tf-deg
P05156	COMPLEX:Q04206	stimulates>	tf-deg
P05156	COMPLEX:P19838	stimulates>	tf-deg
P05156	COMPLEX:Q01201	stimulates>	tf-deg
P05156	COMPLEX:Q00653	stimulates>	tf-deg
P05156	COMPLEX:Q04864	stimulates>	tf-deg
P16070	P24468	stimulates>	tf-deg
P16070	P10588	stimulates>	tf-deg
P16070	P41970	stimulates>	tf-deg
P16070	P01100	stimulates>	tf-deg
P16070	P05412	stimulates>	tf-deg
P25445	COMPLEX:Q04206	stimulates>	tf-deg
P25445	COMPLEX:P19838	stimulates>	tf-deg
P25445	COMPLEX:Q01201	stimulates>	tf-deg
P25445	COMPLEX:Q00653	stimulates>	tf-deg
P25445	COMPLEX:Q04864	stimulates>	tf-deg
P08047	P08235	inhibits>	tf-deg
P08047	Q04206	inhibits>	tf-deg
Q06141	P18846	stimulates>	tf-deg
P17252	COMPLEX:P05412	stimulates>	tf-deg
P17252	COMPLEX:P17275	stimulates>	tf-deg
P17252	COMPLEX:P17535	stimulates>	tf-deg
P29323	P08047	stimulates>	tf-deg
P05451	Q5T0B9	stimulates>	tf-deg
P14866	P67809	stimulates>	tf-deg
P08047	P11473	inhibits>	tf-deg
P08047	P23246	stimulates>	tf-deg
P25445	P67809	inhibits>	tf-deg
Q9Y6J0	P22736	stimulates>	tf-deg
Q13616	P01106	stimulates>	tf-deg
P16070	P08047	stimulates>	tf-deg
P16070	Q02447	stimulates>	tf-deg
Q16665	P04637	inhibits>	tf-deg
O95071	P04637	stimulates>	tf-deg
P25445	P04637	stimulates>	tf-deg
P09341	P17096	stimulates>	tf-deg
P09341	COMPLEX:Q04206	stimulates>	tf-deg
P09341	COMPLEX:P19838	stimulates>	tf-deg
P09341	COMPLEX:Q01201	stimulates>	tf-deg
P09341	COMPLEX:Q00653	stimulates>	tf-deg
P09341	COMPLEX:Q04864	stimulates>	tf-deg
P09341	P08047	stimulates>	tf-deg
P09341	COMPLEX:P05412	stimulates>	tf-deg
P09341	COMPLEX:P17275	stimulates>	tf-deg
P09341	COMPLEX:P17535	stimulates>	tf-deg
P08047	P04637	inhibits>	tf-deg
P00374	Q16254	inhibits>	tf-deg
P00374	P08047	stimulates>	tf-deg
P00374	Q14186	stimulates>	tf-deg
P30279	P08047	stimulates>	tf-deg
P30279	P42229	stimulates>	tf-deg
P29323	COMPLEX:P05412	stimulates>	tf-deg
P29323	COMPLEX:P17275	stimulates>	tf-deg
P29323	COMPLEX:P17535	stimulates>	tf-deg
P29323	P05412	stimulates>	tf-deg
Q02817	P08047	stimulates>	tf-deg
Q02817	Q02447	stimulates>	tf-deg
P08047	Q02446	inhibits>	tf-deg
P0DJI8	COMPLEX:Q04206	stimulates>	tf-deg
P0DJI8	COMPLEX:P19838	stimulates>	tf-deg
P0DJI8	COMPLEX:Q01201	stimulates>	tf-deg
P0DJI8	COMPLEX:Q00653	stimulates>	tf-deg
P0DJI8	COMPLEX:Q04864	stimulates>	tf-deg
P02786	Q99814	stimulates>	tf-deg
P15941	P08047	stimulates>	tf-deg
P01033	P17535	stimulates>	tf-deg
P01033	P53539	stimulates>	tf-deg
P01033	P08047	stimulates>	tf-deg
P11912	P84022	stimulates>	tf-deg
P11912	Q13485	stimulates>	tf-deg
P11912	O15105	stimulates>	tf-deg
P01033	COMPLEX:Q04206	inhibits>	tf-deg
P01033	COMPLEX:P19838	inhibits>	tf-deg
P01033	COMPLEX:Q01201	inhibits>	tf-deg
P01033	COMPLEX:Q00653	inhibits>	tf-deg
P01033	COMPLEX:Q04864	inhibits>	tf-deg
P25445	P53567	stimulates>	tf-deg
P25445	P17676	stimulates>	tf-deg
P25445	P19838	stimulates>	tf-deg
Q9Y2Y9	P08047	stimulates>	tf-deg
P17252	P18146	stimulates>	tf-deg
P29323	P01106	stimulates>	tf-deg
P30279	P15923	stimulates>	tf-deg
P30279	Q05195	stimulates>	tf-deg
P01903	P25490	inhibits>	tf-deg
P14635	Q08050	stimulates>	tf-deg
P84103	P41182	stimulates>	tf-deg
P02786	P04637	stimulates>	tf-deg
P46013	P04637	inhibits>	tf-deg
O15392	P04637	inhibits>	tf-deg
P61626	P10914	stimulates>	tf-deg
P61626	P10242	stimulates>	tf-deg
Q9UBT6	P35869	stimulates>	tf-deg
P25445	P05412	stimulates>	tf-deg
P19957	P42229	stimulates>	tf-deg
O14965	Q06546	stimulates>	tf-deg
P35240	P08047	stimulates>	tf-deg
P14635	P50539	inhibits>	tf-deg
P16070	P43354	stimulates>	tf-deg
P11912	Q12800	stimulates>	tf-deg
P43354	P16220	stimulates>	tf-deg
P43354	P19838	stimulates>	tf-deg
P43354	Q04206	stimulates>	tf-deg
P43354	COMPLEX:Q04206	stimulates>	tf-deg
P43354	COMPLEX:P19838	stimulates>	tf-deg
P43354	COMPLEX:Q01201	stimulates>	tf-deg
P43354	COMPLEX:Q00653	stimulates>	tf-deg
P43354	COMPLEX:Q04864	stimulates>	tf-deg
O95340	P08047	stimulates>	tf-deg
O95340	Q02086	stimulates>	tf-deg
O95340	Q02447	stimulates>	tf-deg
P18510	COMPLEX:P05412	stimulates>	tf-deg
P18510	COMPLEX:P17275	stimulates>	tf-deg
P18510	COMPLEX:P17535	stimulates>	tf-deg
P01033	O43593	stimulates>	tf-deg
P01033	Q08945	stimulates>	tf-deg
P01009	P08047	inhibits>	tf-deg
P31350	P16220	stimulates>	tf-deg
P31350	COMPLEX:Q04206	stimulates>	tf-deg
P31350	COMPLEX:P19838	stimulates>	tf-deg
P31350	COMPLEX:Q01201	stimulates>	tf-deg
P31350	COMPLEX:Q00653	stimulates>	tf-deg
P31350	COMPLEX:Q04864	stimulates>	tf-deg
P31350	P14859	stimulates>	tf-deg
P31350	P08047	stimulates>	tf-deg
P24468	P41235	inhibits>	tf-deg
P22455	P08047	stimulates>	tf-deg
Q03060	P16220	inhibits>	tf-deg
P11912	P15923	stimulates>	tf-deg
P01009	Q16236	stimulates>	tf-deg
P31323	P22415	stimulates>	tf-deg
P31323	Q15853	stimulates>	tf-deg
P31323	P17676	stimulates>	tf-deg
P31323	P53567	stimulates>	tf-deg
Q9Y6Q9	O75376	stimulates>	tf-deg
P43354	P15336	stimulates>	tf-deg
P06702	Q8WYK2	stimulates>	tf-deg
Q01628	P08047	stimulates>	tf-deg
P48304	P18847	stimulates>	tf-deg
P15941	COMPLEX:Q04206	stimulates>	tf-deg
P15941	COMPLEX:P19838	stimulates>	tf-deg
P15941	COMPLEX:Q01201	stimulates>	tf-deg
P15941	COMPLEX:Q00653	stimulates>	tf-deg
P15941	COMPLEX:Q04864	stimulates>	tf-deg
P15941	Q04206	stimulates>	tf-deg
P17252	P17676	stimulates>	tf-deg
P08294	P32519	stimulates>	tf-deg
Q02817	P04637	stimulates>	tf-deg
P15941	P25490	stimulates>	tf-deg
P16070	P18846	stimulates>	tf-deg
O15392	P40763	stimulates>	tf-deg
O95997	P04637	inhibits>	tf-deg
O95997	P08047	stimulates>	tf-deg
P0DJI8	P53567	stimulates>	tf-deg
Q9NQP4	P18847	stimulates>	tf-deg
Q9NQP4	P41182	stimulates>	tf-deg
Q9UBU7	Q14469	stimulates>	tf-deg
Q9UBU7	P08047	stimulates>	tf-deg
P18510	P19838	stimulates>	tf-deg
P18510	COMPLEX:Q04206	stimulates>	tf-deg
P18510	COMPLEX:P19838	stimulates>	tf-deg
P18510	COMPLEX:Q01201	stimulates>	tf-deg
P18510	COMPLEX:Q00653	stimulates>	tf-deg
P18510	COMPLEX:Q04864	stimulates>	tf-deg
P18510	Q04206	stimulates>	tf-deg
P02786	P14921	inhibits>	tf-deg
P16949	Q16254	stimulates>	tf-deg
P11912	P41134	stimulates>	tf-deg
P22455	P20823	stimulates>	tf-deg
Q16665	Q99814	inhibits>	tf-deg
P19957	P53567	stimulates>	tf-deg
Q9BWD1	Q99626	stimulates>	tf-deg
P01033	P01100	stimulates>	tf-deg
P01033	P05412	stimulates>	tf-deg
Q02817	Q99626	stimulates>	tf-deg
Q02817	P47902	stimulates>	tf-deg
P01033	P18146	stimulates>	tf-deg
P01033	Q5T0B9	stimulates>	tf-deg
P30279	P51692	stimulates>	tf-deg
P24468	Q15853	stimulates>	tf-deg
P08047	P17096	inhibits>	tf-deg
P16070	P18146	stimulates>	tf-deg
P34810	P32519	stimulates>	tf-deg
P34810	Q02556	inhibits>	tf-deg
P16070	P62380	stimulates>	tf-deg
P08047	P56270	inhibits>	tf-deg
P14635	P67809	inhibits>	tf-deg
P19875	P06733	stimulates>	tf-deg
Q86Z02	P04637	stimulates>	tf-deg
P08047	P14921	inhibits>	tf-deg
P00390	Q16236	stimulates>	tf-deg
P08047	P10914	stimulates>	tf-deg
P14555	Q07869	stimulates>	tf-deg
P17252	P08047	stimulates>	tf-deg
P17252	P05412	stimulates>	tf-deg
Q99102	P43268	stimulates>	tf-deg
P19875	COMPLEX:Q04206	stimulates>	tf-deg
P19875	COMPLEX:P19838	stimulates>	tf-deg
P19875	COMPLEX:Q01201	stimulates>	tf-deg
P19875	COMPLEX:Q00653	stimulates>	tf-deg
P19875	COMPLEX:Q04864	stimulates>	tf-deg
P19875	P05412	stimulates>	tf-deg
O43251	P53567	stimulates>	tf-deg
P11912	P14921	stimulates>	tf-deg
P11912	P15036	stimulates>	tf-deg
P16070	P17676	stimulates>	tf-deg
P31323	P01100	stimulates>	tf-deg
P11912	Q06546	stimulates>	tf-deg
Q03060	COMPLEX:P05412	stimulates>	tf-deg
Q03060	COMPLEX:P17275	stimulates>	tf-deg
Q03060	COMPLEX:P17535	stimulates>	tf-deg
P08047	P27540	inhibits>	tf-deg
P17252	P14316	stimulates>	tf-deg
P25445	P42224	stimulates>	tf-deg
Q9NSA3	P41235	stimulates>	tf-deg
P14635	O43474	inhibits>	tf-deg
P30279	Q99697	stimulates>	tf-deg
P30279	P22415	stimulates>	tf-deg
P30279	Q15853	stimulates>	tf-deg
P80188	COMPLEX:Q04206	stimulates>	tf-deg
P80188	COMPLEX:P19838	stimulates>	tf-deg
P80188	COMPLEX:Q01201	stimulates>	tf-deg
P80188	COMPLEX:Q00653	stimulates>	tf-deg
P80188	COMPLEX:Q04864	stimulates>	tf-deg
P00374	Q02086	stimulates>	tf-deg
P24468	Q9Y618	stimulates>	tf-deg
O14965	P01106	stimulates>	tf-deg
P34810	P16220	stimulates>	tf-deg
P29323	P18146	stimulates>	tf-deg
P30279	O75444	stimulates>	tf-deg
P16949	Q02447	stimulates>	tf-deg
P16949	COMPLEX:Q04206	stimulates>	tf-deg
P16949	COMPLEX:P19838	stimulates>	tf-deg
P16949	COMPLEX:Q01201	stimulates>	tf-deg
P16949	COMPLEX:Q00653	stimulates>	tf-deg
P16949	COMPLEX:Q04864	stimulates>	tf-deg
P01033	Q16665	stimulates>	tf-deg
P01033	Q01196	stimulates>	tf-deg
P19875	P04637	stimulates>	tf-deg
Q99102	Q13485	stimulates>	tf-deg
Q99102	O15105	inhibits>	tf-deg
Q9UBT6	P04637	inhibits>	tf-deg
Q9UBT6	Q99607	stimulates>	tf-deg
P18510	P40763	stimulates>	tf-deg
P25445	O14503	stimulates>	tf-deg
Q02817	P48436	inhibits>	tf-deg
P19957	P32519	stimulates>	tf-deg
P16070	P04637	inhibits>	tf-deg
Q16665	P35398	inhibits>	tf-deg
O15392	Q14209	stimulates>	tf-deg
O15392	O00716	stimulates>	tf-deg
P17252	COMPLEX:Q04206	stimulates>	tf-deg
P17252	COMPLEX:P19838	stimulates>	tf-deg
P17252	COMPLEX:Q01201	stimulates>	tf-deg
P17252	COMPLEX:Q00653	stimulates>	tf-deg
P17252	COMPLEX:Q04864	stimulates>	tf-deg
Q03060	P01100	inhibits>	tf-deg
P11912	Q01196	stimulates>	tf-deg
P30279	Q00978	inhibits>	tf-deg
P00390	P16989	stimulates>	tf-deg
P08294	P08047	stimulates>	tf-deg
P08294	Q02447	stimulates>	tf-deg
Q99102	P05412	stimulates>	tf-deg
Q99102	P08047	stimulates>	tf-deg
P16949	P05412	stimulates>	tf-deg
P22455	Q02447	stimulates>	tf-deg
P08294	P17676	stimulates>	tf-deg
P19957	Q14653	stimulates>	tf-deg
P61626	P08047	stimulates>	tf-deg
P30279	P41182	inhibits>	tf-deg
P30279	O43524	inhibits>	tf-deg
P14635	P10244	stimulates>	tf-deg
P14635	COMPLEX:Q04206	stimulates>	tf-deg
P14635	COMPLEX:P19838	stimulates>	tf-deg
P14635	COMPLEX:Q01201	stimulates>	tf-deg
P14635	COMPLEX:Q00653	stimulates>	tf-deg
P14635	COMPLEX:Q04864	stimulates>	tf-deg
P19957	P08047	stimulates>	tf-deg
P24468	P14921	stimulates>	tf-deg
P17252	P04637	inhibits>	tf-deg
P15941	P37231	stimulates>	tf-deg
P15941	Q07869	stimulates>	tf-deg
P15941	Q03181	stimulates>	tf-deg
P35226	P49715	inhibits>	tf-deg
P30279	Q12778	inhibits>	tf-deg
Q9H165	Q96EB6	inhibits>	tf-deg
O15392	P26358	inhibits>	tf-deg
Q02817	COMPLEX:Q04206	stimulates>	tf-deg
Q02817	COMPLEX:P19838	stimulates>	tf-deg
Q02817	COMPLEX:Q01201	stimulates>	tf-deg
Q02817	COMPLEX:Q00653	stimulates>	tf-deg
Q02817	COMPLEX:Q04864	stimulates>	tf-deg
P19875	P08047	stimulates>	tf-deg
P08047	P11474	stimulates>	tf-deg
Q01105	Q03164	stimulates>	tf-deg
P16070	P32519	stimulates>	tf-deg
P16070	P78347	stimulates>	tf-deg
P00374	P41970	inhibits>	tf-deg
P16070	O75376	stimulates>	tf-deg
P16070	P10827	stimulates>	tf-deg
P14635	P08047	inhibits>	tf-deg
Q9BY43	P20226	stimulates>	tf-deg
P19875	Q04206	stimulates>	tf-deg
O15392	COMPLEX:Q04206	stimulates>	tf-deg
O15392	COMPLEX:P19838	stimulates>	tf-deg
O15392	COMPLEX:Q01201	stimulates>	tf-deg
O15392	COMPLEX:Q00653	stimulates>	tf-deg
O15392	COMPLEX:Q04864	stimulates>	tf-deg
O75563	P08047	stimulates>	tf-deg
Q01196	P26358	stimulates>	tf-deg
P16070	Q14814	stimulates>	tf-deg
Q16665	P01106	inhibits>	tf-deg
Q16665	P08047	inhibits>	tf-deg
P08047	Q16665	inhibits>	tf-deg
P25445	P04150	stimulates>	tf-deg
P16070	Q66K89	stimulates>	tf-deg
P0DJI9	P49715	stimulates>	tf-deg
P0DJI9	P17676	stimulates>	tf-deg
P0DJI9	P49716	stimulates>	tf-deg
P0DJI9	P19838	stimulates>	tf-deg
P0DJI9	COMPLEX:Q04206	stimulates>	tf-deg
P0DJI9	COMPLEX:P19838	stimulates>	tf-deg
P0DJI9	COMPLEX:Q01201	stimulates>	tf-deg
P0DJI9	COMPLEX:Q00653	stimulates>	tf-deg
P0DJI9	COMPLEX:Q04864	stimulates>	tf-deg
P0DJI9	Q04206	stimulates>	tf-deg
P19957	P49716	stimulates>	tf-deg
P19957	P0DPQ6	stimulates>	tf-deg
P19957	P35638	stimulates>	tf-deg
P14635	O00716	stimulates>	tf-deg
P14635	Q16254	stimulates>	tf-deg
P08047	P06400	inhibits>	tf-deg
P11912	P41182	stimulates>	tf-deg
P15941	P28698	stimulates>	tf-deg
P15941	P16989	stimulates>	tf-deg
P16070	P17096	stimulates>	tf-deg
P36897	P08047	stimulates>	tf-deg
Q06643	P18146	stimulates>	tf-deg
Q06643	P57682	stimulates>	tf-deg
Q06643	COMPLEX:Q04206	stimulates>	tf-deg
Q06643	COMPLEX:P19838	stimulates>	tf-deg
Q06643	COMPLEX:Q01201	stimulates>	tf-deg
Q06643	COMPLEX:Q00653	stimulates>	tf-deg
Q06643	COMPLEX:Q04864	stimulates>	tf-deg
Q06643	P08047	stimulates>	tf-deg
P08047	P10244	stimulates>	tf-deg
P08047	P10242	inhibits>	tf-deg
P16070	COMPLEX:P05412	stimulates>	tf-deg
P16070	COMPLEX:P17275	stimulates>	tf-deg
P16070	COMPLEX:P17535	stimulates>	tf-deg
P19957	P04637	stimulates>	tf-deg
Q16665	P40337	inhibits>	tf-deg
Q9BWD1	P20823	stimulates>	tf-deg
Q16665	P40763	stimulates>	tf-deg
P30279	P78347	stimulates>	tf-deg
Q14209	P78347	stimulates>	tf-deg
P30279	P84022	stimulates>	tf-deg
Q14209	P84022	stimulates>	tf-deg
P30279	Q99583	stimulates>	tf-deg
P30279	P39880	stimulates>	tf-deg
P30279	Q13948	stimulates>	tf-deg
P16070	P26358	stimulates>	tf-deg
